AGENT_NO	CODE	SUB_NO	REMARKS	REFUND	DES	INI	NAME	DEPT	INSTITUTE	ADDRESS	CITY	DISTT	COUNTRY	PIN	FASC	P	NOP	JAA	NOJAA	MS	NOMS	EPS	NOEPS	BMS	NOBMS	CS	NOCS	S	NOS	JB	NOJB	JG	NOJG	RES	NORES	AS	NOAS	CURR	NOCURR	PAID_FLAG	REMARK	ST_YR	END_YR	ST_DT	END_DT	AGENT	B	AN	AD	AD1	AD2	AC	ACO	CANCEL	EMAIL	TEL
0	II	2707					Head	Department of Physics	Sardar Patel University		V. Vidyanagar 388 120		Gujarat	388 120		3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y		2003	2006													
0	IC	2708					Principal	Kendriya Vidyalaya			Bhilwara 311 001		Rajasthan	311 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2006	2006	1/1/2002												
0	IC	2709					Principal	Kendriya Vidyalaya  Cossipore	Seven Tanks Estate	4 Dum dum Road	Kolkata 700 002		W.B.	700 002		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2006	2012	1/1/2006												
0	IC	2710					[Ref:Bethun College  Kolkata]	VPH Subscription Services	"106, Vivekananda Road"		Kolkata 700 016		W.B.	700 016		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	1	Y		2003	2011	1/1/2003												
0	IC	2711					Principal	Devicharan Barua Girls College	Attn: Librarian		Jorhat 785 001		Assam	785 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	Y		2003	2006													
0	II	2717					Manager - Admin & Comp Secy	TICEL Bio Park Limited	Taramani Road	Taramani	Chennai 600 113		T.N.	600 113		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1			2008	2012												ticel@vsnl.net	
0	II	2712					The Director/Librarian	Agnel Inst of Technology & Design	Assagao		Bardez 403 507		Goa	403 507		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	Y		2003	2012	1/1/1997												
0	IC	2713					Librarian	Mariani College		PO Mariani	Jorhat 785 634		Assam	785 634		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	1	Y		2003	2012												marianicollege@yahoo.co.in	
0	IC	2714					The Principal	Govt DB Girls P.G. College			Raipur 492 001		Chhattisgarh	492 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	Y		2007	2010	1/1/2002												
0	IC	2718					Principal	KORM College of Engineering	Central Library		Kadapa 516 003		A.P.	516 003		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2008	2012	1/1/2008											kormce@yahoo.co.in	
0	IC	2715					[Ref:Priyadarshini Inst ofEngg&Tec)	International Book House Pvt Ltd	2 Yashogandha	"East High Court Rd, Ramdaspeth"	Nagpur 440 010		M.S.	440 010		2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	1	Y		2001	2011	1/1/2001		DRC									ibh@vsnl.com	
0	IC	2716					Principal	"DM's ARS College of Arts, Sou. SPV"	College of Science & VNS Bandekar	"College of Commerce,Assagao"	Bardez 403 507		Goa	403 507		2	1	2	1	0	0	0	0	2	1	6	1	0	0	0	0	0	0	4	1	0	0	7	1	Y		1999	2011	1/1/2003											colegedm@sancharnet.in	
0	FI	836			Prof		Steve Goner Prof	Univ. of Rochester	Department of Math-Hylan 915	Rochester	New York		U.S.A.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	Y		97	2001	1/1/1997												
0	II	2719					Head & Coordinator - UGC-SAP	Department of Biochemistry	Osmania University		Hyderabad 500 007		A.P.	500 007		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0			2005	2005	1/1/2005												
0	IC	2720					Library	Bangalore International School	Hennur Bagaur Road	"Kothanur Post, Geddalahalli Post"	Bangalore 560 077		Karnataka	560 077		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	1	Y		2007	2007	1/1/2007												
0	IC	2721					Principal	KSRM College of Engineering	(Kandula Sreenivasa Reddy Memorial	College of Engineering)	Kadapa 516 003		A.P.	516 003		2	1	0	0	0	0	0	0	4	1	0	0	2	1	0	0	1	1	7	1	0	0	0	0	Y		1997	2012	1/1/1997												
0	IC	2727					Principal	Kendriya Vidyalaya	Yol Cantonment	District Kangra	Yol Cantt. 176 052		H.P.	176 052		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Y		2006	2007	1/1/2006												
0	IC	2722					Principal	Rajarajeswari Engineering College	Adyalampattu	Chennai District	Vanagaram 602 102		T.N.	602 102		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	0	3	1	Y		2003	2007			"IBH, Chennai"										
0	II	2723	Website: www.sastra.edu				Librarian	Sastra University		"(SASTRA), Tirumalaisamudram"	Thanjavur 613 402		T.N.	613 402		5	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	7	1	0	0	7	1	Y		1995	2012	1/1/1996												
0	IC	2724					Principal	BLDE College of Engineering & Tech.	(BLDEA's V.P. Dr PG Halakatti Col.)	Ashram Road	Bijapur 586 103		Karnataka	586 103		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	Y		2005	2012	1/1/2005												9845728646
0	IC	2726					Librarian	Christ PU College - Residential	Kanminike	"Kumbalagodu P.O., Mysore Road"	Bangalore 560 074		Karnataka	560 074		0	0	1	1	3	1	3	1	0	0	3	1	3	1	5	1	0	0	3	1	0	0	4	1	Y		2005	2008	1/1/2006											residential@christcollege.edu	
0	IC	2725					Principal	Sri Sai College of Engineering and	Technology	Badhani	Pathankot 145 001		Punjab	145 001		4	1	0	0	4	1	0	0	4	1	0	0	4	1	0	0	0	0	6	1	0	0	0	0	Y		2003	2010	1/1/2003											sscetptk@rediffmail.com	
0	IC	2728					Principal	"SH Kelkar College of Arts, Commerce"	& Science	Sindhudurg District	Devgad 416 613		M.S.	416 613		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	Y		2003	2012	1/1/2006												
0	IC	2729					Principal	Bangalore City College of Education	"No. 115, Vijaya Bank Colony, Near"	"Banasavadi Petrol Bunk, Ring Road"	Bangalore 560 048		Karnataka	560 048		0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2005	2005	7/1/2005												
0	IC	2730					Principal	Marudupandiyar College	"257/3, Trichy Main Road"	Thanjavur District	Vallam 613 403		T.N.	613 403		0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	4	1	Y		2003	2012	1/1/2003											mpinstitutions @yahoo.com	
0	IC	2731					Principal	Sree Ayyappa College for Women	Chukan Kadai	District Kanyakumari	Nagercoil 629 807		T.N.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2005	2005													
0	IC	2732					Principal	BMS Institute of Technology	"Avalahalli, Doddaballapur Main Road"	"Post Box No. 6443, Yelahanka"	Bangalore 560 064		Karnataka	560 064		2	1	0	0	0	0	0	0	5	1	0	0	5	1	0	0	1	1	1	1	0	0	5	1	Y		2003	2007	1/1/2003											principal_bmsit1@rediffmail.com	
0	IC	2733					Principal	Apex Institute of Management and	Science (Faculty of Pharmacy)	"Sector 5, V.T. Road, Mansarovar"	Jaipur 302 020		Rajasthan	302 020		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	Y		2003	2012													
0	IC	2734					Principal	Anjuman Polytechnic	Sadar		Nagpur 440 001		M.S.	440 001		3	1	1	1	3	1	1	1	1	1	3	1	2	1	1	1	1	1	3	1	0	0	1	1	Y		1997	2005	1/1/1997												
0	IC	2735					Principal	Adhiyamaan Polytechnic	Dr M.G.R. Nagar		Hosur		T.N.	635 109		2	1	0	0	3	1	3	1	0	0	3	1	3	1	0	0	0	0	3	1	0	0	1	1	Y		1997	2007	1/1/1997												
0	IC	2736					Librarian	Garden City College of Science and	"Management Studies, Old Madras Road"	"16th k.m., Virgo Nagar P.O."	Bangalore 560 049		Karnataka	560 049		4	1	4	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	5	1	0	0	5	1	Y		1998	2011	1/1/1998											gcclib@rediffmail.com	
0	IC	2737					Principal	Smt SI Patel IPCOWALA College of	"Education, College Campus"	District Anand	Petlad 388 450		Gujarat	384 450		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Y		2005	2008	1/1/2007												
0	IC	2738					Principal        RES SUBS FROM KLAM	St. Joseph's Convent High School	P.O. Mosaboni Mines	Dist. Singhbhum (East)	Singhbhum (E) 832 104		Jharkhand	832 104		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	Y		97	2013	1/1/1997		KLAM2012										
0	IC	2739					Principal	CMK National PG Girls College	(Sirsa Education Society's)		Sirsa 125 055		Haryana	125 055		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Y		2005	2010	1/1/2005											cmksirsa@yahoo.com	
0	IC	2740					Principal	Shri Shikshayatan College	"11, Lord Sinha Road"		Kolkata 700 071		W.B.	700 071		0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	8	1	0	0	0	0	Y		2003	2012	1/1/2003												
0	II	2741	JGrant Rs. 2000 - Journals 1-9 under JGrant				Librarian	AC Joshi Library	Punjab University		Chandigarh 160 014		Chandigarh	160 014		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	6	1	0	0	0	0	Y		1998	2012	1/1/1998												
0	IC	2742					Principal	St. John's School	Marhauli	P.O. Bhoolanpur	Varanasi 221 104		U.P.	221 104		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	2	1	Y		2002	2012	7/1/2002												
0	IC	2743					Principal	DAV Public School	A.C.C. Jhinkpani	District West Singhbhum	Jhinkpani 833 215		Jharkhand	833 215		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	Y		2002	2008	1/1/2002												
0	IC	2744					Principal	Santhome Higher Secondary School	"No. 143, Santhome High Road"	Mylapore	Chennai 600 004		T.N.	600 004		1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	Y		1997	2012	1/1/2012												
0	II	2745					Director	Vydehi Institute of Medical Science	"and Research Centre, Nallurahalli"	"No. 82, EPIP Area, Whitefield"	Bangalore 560 066		Karnataka	560 066		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	5	1	Y		2003	2012													
0	II	2746					General Manager	INDO-German Toolroom	"P-31, M.I.D.C"	Chikalthana Industrial Area	Aurangabad 431 210		M.S.	431 210		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	Y		1998	2008	1/1/1998											gm@igtr-aur.org	
0	IC	2747					Principal (Attn: Librarian)	St. Martin's Engineering College	"Sy. No. 98-100, Dhullapally"	"Hakimpet Via, Medchal Road"	Secunderabad 500 014		A.P.	500 014		5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	0	0	5	1	Y		2003	2011	1/1/2003												
0	IC	2748					Principal	Government Arts & Science College	Meenchanda		Kozhikode 673 018		Kerala	673 018		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	Y		2006	2012	1/1/2011		KLAM2011										
0	IC	2749					Principal	SG Government Degree College		Piler	Chittor 517 214		A.P.	517 214		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	Y		2005	2013	7/1/2005												
0	IC	1677					Principal	Annamalai Polytechnic College	Chettinad	District Sivagangai	Chettinad 630 102		T.N.	630 102		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2006	2008	1/1/2006												
0	IC	2750					Librarian	GH Raisoni College of Engg &	"Management,  Wagholi Nagar Road"		Pune 412 207		M.S.	412 207		0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	2	1	0	0	2	1	Y		2001	2008	1/1/2001												
0	IC	2751					Principal	Shaheed Bhagat Singh College of	Engineering and Technology	Moga Road	Ferozepur 152 002		Punjab	152 001		7	1	7	1	7	1	7	1	7	1	7	1	7	1	0	0	0	0	7	1	0	0	7	1	Y		1998	2012	1/1/1998												
0	IC	2752					Principal	Shri Sant Gadge Baba College of	Engineering & Technology	Near ZTC Bhusawal	Bhusawal 425 203		M.S.	425 203		0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y		2006	2012			"IBH, Mumbai"										
0	IC	2753					[Ref:ISB&M School ot Technoogy)	Murugan Magazine Distributors P Ltd	"Gala No12&13 F-Wing,Ansa Ind Estate"	"Saki Vihar Rd, Sakinaka Andheri E"	Mumbai 400 059		M.S.	400 059		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	Y		2003	2011	1/1/2003												
0	II	2754	Website: http://www.cwet.tn.nic.in				"Scientist (Info, Trg & Com.Service)"	Centre for Wind Energy Technology	Velachery-Tambaram High Road	Pallikaranai	Chennai 600 100		T.N.	600 100		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	6	1	Y		2001	2012	1/1/2010												
0	IC	2755					Librarian	Arignar Anna Govt Arts College			Namakkal 637 001		T.N.	637 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	Y		1998	2010	1/1/1998		IBH CHENNAI										
0	IC	2756					Librarian	Namrup College		Dibrugarh District	Parbatpur 786 623		Assam	786 623		0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	3	1	0	0	6	1	Y		2002	2012	7/1/2004												
0	IC	1678					Head Mistress	Sri Kumaran Public School	Tata Silk Farm		Bangalore 560 004		Karnataka	560 004		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2006	2006	1/1/2006												
0	IC	2757					Librarian	Department of Zoology	Justice Basheer AhmedSayeed College	"For Women, KB Dasan Rd.Teynampet"	Chennai 600 018		T.N.	600 018		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y		2006	2010												govilicollege@vsnl.net	
0	IC	2758					Librarian	Justice Basheer Ahmed Sayeed	Women's College	"311, Mount Road, Teynampet"	Chennai 600 018		T.N.	600 018		1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	1	0	0	4	1	Y		1998	2010	1/1/2010												
0	IC	2759					Dean  Attn Library	Ashwini Rural Medical College	Hospital & Res Centre Kumbhari Tq	Solapur HO	Solapur 413 006		M.S.	413 006		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	Y		1998	2012	1/1/2009											rhino1@vsnl.com	
0	IC	2760					Principal	"Vidya Pratisthan's Arts, Science &"	"Commerce College, Vidyanagari"	"Bhigwan Road, Baramati"	Pune 413 133		M.S.	413 133		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y		2003	2008													
0	IC	2761					Librarian	Sant Harchand Singh Longowal Centra	Institute of Engineering & Technol.	District Sangrur	Longowal 148 106		Punjab	148 106		2	1	0	0	1	1	0	0	4	1	0	0	4	1	0	0	0	0	3	1	0	0	0	0	Y		1997	2006	1/1/2001												
0	IC	2762	Website: www.velscollege.com				Dean	School of Computing Science	Vels University	Pallavaram	Chennai 600 117		T.N.	600 117		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	0	0	7	1	Y		1998	2012	1/1/2003		KLAM2011										
0	IC	2763					Librarian	Khalsa College For Women		Civil Lines	Ludhiana 141 001		Punjab	141 001		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	Y		2012	2016													
0	IC	2764					Principal	Khalsa College for Women		Sidhwan Khurd	Ludhiana 142 024		Punjab	142 024		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	Y		2003	2015	1/1/2003												
0	IC	2766					Principal (For Library)	Dr Ulhas Patil College of Science	"and Commerce, P-54, MIDC Area"	Near Bhart Petroleum	Jalgaon 425 003		M.S.	425 003		0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	Y		2003	2007													
0	IC	2767					Principal	Govt Girl's P.G. (Autonomous)	College		Bilaspur 495 001		Chhattisgarh	495 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	5	1	Y		2002	2012	1/1/2002											davpokhariput@vsnl.net	
0	IC	2765					Principal	NR College of Education	Budshah Nagar	Srinagar District	Natipora 190 015		J&K	190 015		5	1	0	0	5	1	0	0	0	0	0	0	0	0	5	1	0	0	5	1	0	0	5	1	Y		2003	2012	1/1/2003												
0	IC	2768	JB 2007 through Pharma Guidance				Principal	Adhiparasakthi College of Pharmacy	Kancheepuram District		Melmaruvathur 603 319		T.N.	603 319		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	1	Y		2003	2012													
0	IC	2769					Principal	Government Bilasa Girls PG College			Bilaspur 495 001		Chhattisgarh	495 001		2	1	0	0	11	1	0	0	0	0	0	0	0	0	6	1	1	1	13	1	0	0	3	1	Y		1996	2014	1/1/2001											bilasagirlscollege_bilaspurred	
0	IC	2777					Principal	Baba Isher Singh Collegeof Pharmacy	"Gagra, Kot-Ise-Khan"	District Moga	Kot-Ise-Khan 142 043		Punjab	142 043		0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	1	0	0	0	0	2	1	Y		2005	2011													
0	IC	2778					Principal	Shivalik Public School			Nawanshehr 144 514		Punjab	144 514		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0			97	2011	1/1/1997		DRS										
0	II	2770					Director	National Research Centre for Banana	(ICAR) Thogamalai Road	Thayanur P.O	Trichy 620 102		T.N.	620 102		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	1	Y		1998	2012												directornrcb@gmail.com	
0	IC	2771					Head	Department of Physics	Baselius College		Kottayam 686 001		Kerala			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	Y		2003	2004	1/1/2003												
0	IC	2772					Principal	Sri Pratap College	Maulana Azad Road	Srinagar-Kashmir	Srinagar 190 001		J&K			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	1	Y		2001	0	1/1/2001												
0	IC	2773					Principal	Bishop Kurialacherry College for	Women	Amalagiri PO	Kottayam 686 561		Kerala	686 561		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	7	1	Y		2011	2012	1/1/2001											bkcamala@yahoo.com	
0	IC	2774					Principal	Musaliar College of Engineering		Kadakom PO	Kadakom 695 304		Kerala	695 304		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	Y		2005	2012			Murugan									murugan@murugan.in	
0	IC	2775					Principal	Ram Govind Institute of Technology	"Charadih, P.O., Karma"	District Koderma	Karma 825 409		Jharkhand	825 409		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	Y		2006	2010	1/1/2006												
0	II	2779	Website: www.kssp-irtc.org				Librarian	Integrated Rural Technology Centre	Mundur	District Palakkad	Mundur 678 592		Kerala	678 592		0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	1	0	0	6	1	Y		1998	2006	1/1/2003											irtc@vsnl.com	
0	IC	2776					Principal	Yuvraj Dutta PG College (YD PG Col)	Lakhimpur-Kheri	Rajgarh	Lakhimpur-Kheri 262 701		Uttarakhand	262 701		3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	0	0	3	1	Y		2006	2008	1/1/2006												
0	IC	2780					Principal	Ganadipathy Tulsi's Engineering	"College, Chittoor-Cuddalore Road"	"Kaniyambadi P.O.,"	Vellore 632 102		T.N.	632 102		2	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	2	1	Y		2006	2007												principal@gtec.ac.in	
0	IC	2781	Another Email: hetc@vsnl.com				"Mr Ashok Verghese, Director"	Hindustan College of Engineering	"Post Bag No. 1, Old Mahabalipuram"	"Road, Padur, Kancheepuram District"	Kelambakkam 603 103		T.N.	603 103		4	1	4	1	4	1	4	1	5	1	4	1	4	1	4	1	4	1	4	1	0	0	4	1	Y		2003	2012	1/1/2003											library@hindustanuniv.ac.in	
0	IC	2782					[Ref: BTL Inst of Tech.&Mangement]	Surya Infotainment Products Pvt Ltd	"(BG-GPO Bag 5344)'ABHILAASH,12-A/1"	"Yamunabai Road, Madhava Nagar"	Bangalore 560 001		Karnataka	560 001		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2003	2012												sipmag@airtelmail.in	
0	IC	2783					Principal	"Government College of Arts, Science"	and Commerce		Quepem 403 705		Goa	403 705		1	1	4	1	4	1	4	1	1	1	1	1	1	1	1	1	4	1	7	1	0	0	4	1	Y		1998	2012	1/1/2008												
0	IC	2784					Principal                       **	Government Sanskrit College	Pattambi	Palakkad Dist	Mele Pattambi 673 306		Kerala			0	0	2	1	0	0	0	0	0	0	2	1	0	0	2	1	2	1	2	1	0	0	2	1	Y		2002	2003	1/1/2002												
0	IC	2785					Principal	St. Gregorios College	Pulamon P.O.	District Kollam	Kottarakara 691 531		Kerala	691 531		4	1	0	0	4	1	0	0	6	1	6	1	0	0	0	0	0	0	6	1	0	0	6	1	Y		1998	2012	1/1/1998												
0	IC	1679					Principal	MGM's Medical College & Hospital	Junction of NH-4 & Sion Panvel	"Expressway, Sector 18, Kamothe"	Navi Mumbai 410 209		M.S.	410 209		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	Y		2006	2009												mgmmcnb@indiatimes.com	
0	IC	2786					[Ref: DJS College of Engineering]	Murugan Magazine Distributors P Ltd	"Gala No12&13 F-Wing,Ansa Ind Estate"	"Saki Vihar Rd, Sakinaka Andheri E"	Mumbai 400 099		M.S.	400 099		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y		2003	2003	1/1/2003												
0	IC	2791					Principal	Pranveer Singh Inst. of Technology	"Kalpi Road, Bhauti"		Kanpur 208 001		U.P.	208 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y		2006	2007													
0	IC	2787					Principal	St. Joseph's College of Education	Jayalakshmipuram		Mysooru 570 012		Karnataka	570 012		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Y		2005	2010	7/1/2005											saintjosephs2002@yahoo.com	
0	IC	2788					[Ref:ACS Medical College )	Higginbothams Private Limited	"No. 116, Anna Salai"		Chennai 600 002		T.N.	600 002		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	Y		2005	2012												subs@higginbothams.co.in	
0	IC	2789					Librarian	Lingaraj Appa Engineering College		Gornali	Bidar 585 401		Karnataka	585 401		1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	Y		2007	2012	1/1/2003												
0	FI	35					Principal	Royal Bhutan Polytechnic		Post Box No 450	Phuentsholing		Bhutan			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	1	Y		2001	2003	1/1/2001												
0	IC	2792					Principal	MET Engineering College	Mogals Garden	Chenbagaramanputhoor & PO	Kanyakumari 629 304		T.N.	629 304		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2005	2012	1/1/2005											metec09@gmail.com	
0	IC	2793					Principal	Jawahar Navodaya Vidyalaya	Neriamangalam	Kothamangalam	Ernakulam 686 693		Kerala	686 693		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	Y		2002	2010	1/1/2009												
0	IC	2794					Principal	Smt Nelly Joildo Aguiar Higher	Secondary School	Post Box No. 9	Ponda 403 401		Goa	403 401		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	Y		1998	2011	1/1/1998												
0	IC	2795					Principal	Abacus Montessory School	"No. 3, Thirumalainagar Annexe"	"3rd Main Road, Perungudi"	Chennai 600 096		T.N.	600 096		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	Y		2005	2007	1/1/2005												
0	IC	2796					Principal	Lachoo Memorial College of Science	and Technology	"Sector A, Shastri Nagar"	Jodhpur 342 001		Rajasthan	342 001		5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	0	0	5	1	Y		2003	2011	1/1/2003											office@lachoomemorial.org	
0	IC	2797					Kiran Aloysius SJ Mr	Vidya Niketan		Nirmal Nagar	Dharwad 580 003		Karnataka	580 003		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Y		2005	2010	1/1/2005												
0	IC	2798					Teacher-in-Charge	Dumkal College		District Murshidabad	Dumkal 742 303		W.B.	742 303		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Y		2005	2011	7/1/2005												
0	IC	2799					Headmistress	St. Xavier's High School (DSE)	Moira		Bardez 403 514		Goa			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y		2005	2005	7/1/2005												
0	IC	2800					Principal	K Nanjappa Gounder College of	"Education, Cauvery Ammal Campus"	"Akshaya Nagar, Seelapadi P.O"	Dindigul 624 005		T.N.	624 005		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	Y		2005	2012													
0	IC	2801					Principal	Khemundi College	Digapahandi	District Ganjam	Digapahandi 761 012		Orissa	761 012		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Y		2005	2012	7/1/2005												
0	IC	2802					Principal	St.Ann'S Public school	Eloor	Udyogamandal	Ernakulam 683 501		Kerala	683 501		1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	Y		2003	2012												stannspubschool@gmail.com	
0	IC	2803					Principal	Kendriya Vidyalaya	Ernakulam District		Kalamassery 683 104		Kerala	683 104		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	Y		97	2003	1/1/1997												
0	IC	2804					Principal	Koneru Lakshmaiah College of Engg.	"29-36-38/1, Museum Road"	Governorpet	Vijayawada 520 002		A.P.	520 002		3	1	0	0	4	1	0	0	4	1	1	1	4	1	4	1	4	1	7	1	0	0	4	1	Y		2003	2012	1/1/2003												
